Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,0,1,1225,2,2,4,2,1,771,4,1,61,3,2,1,1,1,5093,4761,2,Y,1,11,3,1,80,1,16,2,4,1,0,0,0
32,0,2,430,2,24,4,2,1,772,1,2,80,3,2,3,4,2,5309,21146,1,Y,1,15,3,4,80,2,10,2,3,10,8,4,7
38,0,3,268,2,2,5,4,1,773,4,2,92,3,1,7,3,2,3057,20471,6,Y,2,13,3,2,80,1,6,0,1,1,0,0,1
34,0,3,167,2,8,5,2,1,775,2,1,32,3,2,5,1,1,5121,4187,3,Y,1,14,3,3,80,1,7,3,3,0,0,0,0
52,0,3,621,3,3,4,3,1,776,3,2,31,2,4,4,1,2,16856,10084,1,Y,1,11,3,1,80,0,34,3,4,34,6,1,16
33,1,3,527,2,1,4,5,1,780,4,2,63,3,1,7,4,3,2686,5207,1,Y,2,13,3,3,80,0,10,2,2,10,9,7,8
25,0,3,883,3,26,1,4,1,781,3,1,32,3,2,8,4,3,6180,22807,1,Y,1,23,4,2,80,0,6,5,2,6,5,1,4
45,0,3,954,3,2,2,6,1,783,2,2,46,1,2,9,3,3,6632,12388,0,Y,1,13,3,1,80,0,9,3,3,8,7,3,1
23,0,3,310,2,10,1,4,1,784,1,2,79,4,1,7,3,3,3505,19630,1,Y,1,18,3,4,80,0,2,3,3,2,2,0,2
47,1,2,719,3,27,2,2,1,785,2,1,77,4,2,8,3,3,6397,10339,4,Y,2,12,3,4,80,0,8,2,3,5,4,1,3
34,0,3,304,3,2,3,5,1,786,4,2,60,3,2,8,4,3,6274,18686,1,Y,1,22,4,3,80,0,6,5,3,6,5,1,4
55,1,3,725,2,2,3,4,1,787,4,2,78,3,5,4,1,2,19859,21199,5,Y,2,13,3,4,80,1,24,2,3,5,2,1,4
36,0,1,1434,3,8,4,2,1,789,1,2,76,2,3,8,1,3,7587,14229,1,Y,1,15,3,2,80,0,10,1,3,10,7,0,9
52,0,1,715,2,19,4,4,1,791,4,2,41,3,1,7,4,2,4258,26589,0,Y,1,18,3,1,80,1,5,3,3,4,3,1,2
26,0,2,575,2,1,2,2,1,792,1,1,71,1,1,3,4,1,4364,5288,3,Y,1,14,3,1,80,1,5,2,3,2,2,2,0
29,0,3,657,2,27,3,4,1,793,2,1,66,3,2,1,3,2,4335,25549,4,Y,1,12,3,1,80,1,11,3,2,8,7,1,1
26,1,3,1146,3,8,3,6,1,796,4,2,38,2,2,8,1,3,5326,3064,6,Y,1,17,3,3,80,0,6,2,2,4,3,1,2
34,0,3,182,2,1,4,2,1,797,2,1,72,4,1,7,4,3,3280,13551,2,Y,1,16,3,3,80,0,10,2,3,4,2,1,3
54,0,3,376,2,19,4,4,1,799,4,1,95,3,2,5,1,1,5485,22670,9,Y,2,11,3,2,80,2,9,4,3,5,3,1,4
27,0,2,829,3,8,1,3,1,800,3,2,84,3,2,8,4,2,4342,24008,0,Y,1,19,3,2,80,1,5,3,3,4,2,1,1
37,0,3,571,2,10,1,2,1,802,4,1,82,3,1,7,1,1,2782,19905,0,Y,2,13,3,2,80,2,6,3,2,5,3,4,3
38,0,2,240,2,2,4,2,1,803,1,1,75,4,2,5,1,3,5980,26085,6,Y,2,12,3,4,80,0,17,2,3,15,7,4,12
34,0,3,121,2,2,4,4,1,804,3,1,86,2,1,7,1,3,4381,7530,1,Y,1,11,3,3,80,0,6,3,3,6,5,1,3
35,0,3,384,3,8,4,2,1,805,1,1,72,3,1,9,4,2,2572,20317,1,Y,1,16,3,2,80,1,3,1,2,3,2,0,2
30,0,3,921,2,1,3,2,1,806,4,2,38,1,1,3,3,2,3833,24375,3,Y,1,21,4,3,80,2,7,2,3,2,2,0,2
40,0,2,791,2,2,2,4,1,807,3,1,38,4,2,1,2,2,4244,9931,1,Y,1,24,4,4,80,1,8,2,3,8,7,3,7
34,0,3,1111,3,8,2,2,1,808,3,1,93,3,2,8,1,2,6500,13305,5,Y,1,17,3,2,80,1,6,1,3,3,2,1,2
42,0,2,570,2,8,3,2,1,809,2,2,66,3,5,4,4,1,18430,16225,1,Y,1,13,3,2,80,1,24,4,2,24,7,14,9
23,1,3,1243,2,6,3,2,1,811,3,2,63,4,1,3,1,2,1601,3445,1,Y,2,21,4,3,80,2,1,2,3,0,0,0,0
24,0,1,1092,2,9,3,2,1,812,3,2,60,2,1,3,2,1,2694,26551,1,Y,1,11,3,3,80,3,1,4,3,1,0,0,0
52,0,3,1325,2,11,4,2,1,813,4,1,82,3,2,3,3,2,3149,21821,8,Y,1,20,4,2,80,1,9,3,3,5,2,1,4
50,0,3,691,2,2,3,4,1,815,3,2,64,3,4,6,3,2,17639,6881,5,Y,1,16,3,4,80,0,30,3,3,4,3,0,3
29,1,3,805,2,1,2,2,1,816,2,1,36,2,1,3,1,2,2319,6689,1,Y,2,11,3,4,80,1,1,1,3,1,0,0,0
33,0,3,213,2,7,3,4,1,817,3,2,49,3,3,6,3,2,11691,25995,0,Y,1,11,3,4,80,0,14,3,4,13,9,3,7
33,1,3,118,3,16,3,3,1,819,1,1,69,3,2,8,1,3,5324,26507,5,Y,1,15,3,3,80,0,6,3,3,3,2,0,2
47,0,3,202,2,2,2,5,1,820,3,1,33,3,4,4,4,2,16752,12982,1,Y,2,11,3,3,80,1,26,3,2,26,14,3,0
36,0,3,676,2,1,3,5,1,823,3,1,35,3,2,5,2,2,5228,23361,0,Y,1,15,3,1,80,1,10,2,3,9,7,0,5
29,0,3,1252,2,23,2,2,1,824,3,2,81,4,1,7,3,2,2700,23779,1,Y,1,24,4,3,80,1,10,3,3,10,7,0,7
58,1,3,286,2,2,4,2,1,825,4,2,31,3,5,6,2,3,19246,25761,7,Y,2,12,3,4,80,0,40,2,3,31,15,13,8
35,0,3,1258,2,1,4,2,1,826,4,1,40,4,1,7,3,3,2506,13301,3,Y,1,13,3,3,80,0,7,0,3,2,2,2,2
42,0,3,932,2,1,2,2,1,827,4,1,43,2,2,5,4,2,6062,4051,9,Y,2,13,3,4,80,1,8,4,3,4,3,0,2
28,1,3,890,2,2,4,4,1,828,3,2,46,3,1,7,3,3,4382,16374,6,Y,1,17,3,4,80,0,5,3,2,2,2,2,1
36,0,3,1041,1,13,3,1,1,829,3,2,36,3,1,2,2,2,2143,25527,4,Y,1,13,3,2,80,1,8,2,3,5,2,0,4
32,0,3,859,2,4,3,2,1,830,3,1,98,2,2,5,3,2,6162,19124,1,Y,1,12,3,3,80,1,14,3,3,14,13,6,8
40,0,2,720,2,16,4,4,1,832,1,2,51,2,2,3,3,3,5094,11983,6,Y,1,14,3,4,80,0,10,6,3,1,0,0,0
30,0,3,946,2,2,3,4,1,833,3,1,52,2,2,5,4,3,6877,20234,5,Y,2,24,4,2,80,0,12,4,2,0,0,0,0
45,0,3,252,2,2,3,2,1,834,2,1,95,2,1,7,3,3,2274,6153,1,Y,1,14,3,4,80,0,1,3,3,1,0,0,0
42,0,3,933,2,29,3,2,1,836,2,2,98,3,2,5,2,2,4434,11806,1,Y,1,13,3,4,80,1,10,3,2,9,8,7,8
38,0,2,471,2,12,3,2,1,837,1,2,45,2,2,1,1,1,6288,4284,2,Y,1,15,3,3,80,1,13,3,2,4,3,1,2
34,0,2,702,2,16,4,2,1,838,3,1,100,2,1,7,4,3,2553,8306,1,Y,1,16,3,3,80,0,6,3,3,5,2,1,3
49,1,3,1184,3,11,3,3,1,840,3,1,43,3,3,8,4,2,7654,5860,1,Y,1,18,3,1,80,2,9,3,4,9,8,7,7
55,1,3,436,3,2,1,4,1,842,3,2,37,3,2,8,4,3,5160,21519,4,Y,1,16,3,3,80,0,12,3,2,9,7,7,3
43,0,3,589,2,14,2,2,1,843,2,2,94,3,4,6,1,2,17159,5200,6,Y,1,24,4,3,80,1,22,3,3,4,1,1,0
27,0,3,269,2,5,1,6,1,844,3,2,42,2,3,6,4,1,12808,8842,1,Y,2,16,3,2,80,1,9,3,3,9,8,0,8
35,0,3,950,2,7,3,5,1,845,3,2,59,3,3,5,3,3,10221,18869,3,Y,1,21,4,2,80,0,17,3,4,8,5,1,6
28,0,3,760,3,2,4,3,1,846,2,1,81,3,2,8,2,2,4779,3698,1,Y,2,20,4,1,80,0,8,2,3,8,7,7,5
34,0,3,829,1,3,2,1,1,847,3,2,88,3,1,2,4,2,3737,2243,0,Y,1,19,3,3,80,1,4,1,1,3,2,0,2
26,1,2,887,2,5,2,4,1,848,3,1,88,2,1,7,3,2,2366,20898,1,Y,2,14,3,1,80,1,8,2,3,8,7,1,7
27,0,1,443,2,3,3,4,1,850,4,2,50,3,1,7,4,2,1706,16571,1,Y,1,11,3,3,80,3,0,6,2,0,0,0,0
51,0,3,1318,3,26,4,3,1,851,1,1,66,3,4,4,3,2,16307,5594,2,Y,1,14,3,3,80,1,29,2,2,20,6,4,17
44,0,3,625,2,4,3,4,1,852,4,2,50,3,2,1,2,3,5933,5197,9,Y,1,12,3,4,80,0,10,2,2,5,2,2,3
25,0,3,180,2,2,1,4,1,854,1,2,65,4,1,7,1,3,3424,21632,7,Y,1,13,3,3,80,0,6,3,2,4,3,0,1
33,0,3,586,3,1,3,4,1,855,1,2,48,4,2,8,1,1,4037,21816,1,Y,1,22,4,1,80,1,9,5,3,9,8,0,8
35,0,3,1343,2,27,1,4,1,856,3,1,53,2,1,7,1,3,2559,17852,1,Y,1,11,3,4,80,0,6,3,2,6,5,1,1
36,0,3,928,3,1,2,2,1,857,2,2,56,3,2,8,4,2,6201,2823,1,Y,2,14,3,4,80,1,18,1,2,18,14,4,11
32,0,3,117,3,13,4,2,1,859,2,2,73,3,2,8,4,1,4403,9250,2,Y,1,11,3,3,80,1,8,3,2,5,2,0,3
30,0,2,1012,2,5,4,2,1,861,2,2,75,2,1,7,4,1,3761,2373,9,Y,1,12,3,2,80,1,10,3,2,5,4,0,3
53,0,3,661,3,7,2,3,1,862,1,1,78,2,3,8,4,2,10934,20715,7,Y,2,18,3,4,80,1,35,3,3,5,2,0,4
45,0,3,930,3,9,3,3,1,864,4,2,74,3,3,8,1,1,10761,19239,4,Y,2,12,3,3,80,1,18,2,3,5,4,0,2
32,0,3,638,2,8,2,4,1,865,3,1,91,4,2,7,3,2,5175,22162,5,Y,1,12,3,3,80,1,9,3,2,5,3,1,3
52,0,2,890,2,25,4,4,1,867,3,1,81,2,4,5,4,2,13826,19028,3,Y,1,22,4,3,80,0,31,3,3,9,8,0,0
37,0,3,342,3,16,4,3,1,868,4,2,66,2,2,8,3,1,6334,24558,4,Y,1,19,3,4,80,2,9,2,3,1,0,0,0
28,0,3,1169,1,8,2,4,1,869,2,2,63,2,1,2,4,1,4936,23965,1,Y,1,13,3,4,80,1,6,6,3,5,1,0,4
22,0,3,1230,2,1,2,2,1,872,4,2,33,2,2,5,4,2,4775,19146,6,Y,1,22,4,1,80,2,4,2,1,2,2,2,2
44,0,3,986,2,8,4,2,1,874,1,2,62,4,1,3,4,2,2818,5044,2,Y,2,24,4,3,80,1,10,2,2,3,2,0,2
42,0,2,1271,2,2,1,4,1,875,2,2,35,3,1,7,4,3,2515,9068,5,Y,2,14,3,4,80,0,8,2,3,2,1,2,2
36,0,3,1278,1,8,3,2,1,878,1,2,77,2,1,2,1,2,2342,8635,0,Y,1,21,4,3,80,0,6,3,3,5,4,0,3
25,0,3,141,3,3,1,5,1,879,3,2,98,3,2,8,1,2,4194,14363,1,Y,2,18,3,4,80,0,5,3,3,5,3,0,3
35,0,3,607,2,9,3,2,1,880,4,1,66,2,3,5,3,2,10685,23457,1,Y,2,20,4,2,80,1,17,2,3,17,14,5,15
35,1,2,130,2,25,4,2,1,881,4,1,96,3,1,7,2,1,2022,16612,1,Y,2,19,3,1,80,1,10,3,2,10,2,7,8
32,0,1,300,2,1,3,2,1,882,4,2,61,3,1,3,4,1,2314,9148,0,Y,1,12,3,2,80,1,4,2,3,3,0,0,2
25,0,3,583,3,4,1,3,1,885,3,2,87,2,2,8,1,2,4256,18154,1,Y,1,12,3,1,80,0,5,1,4,5,2,0,3
49,0,3,1418,2,1,3,6,1,887,3,1,36,3,1,7,1,2,3580,10554,2,Y,1,16,3,2,80,1,7,2,3,4,2,0,2
24,0,1,1269,2,4,1,2,1,888,1,2,46,2,1,3,4,2,3162,10778,0,Y,1,17,3,4,80,0,6,2,2,5,2,3,4
32,0,2,379,3,5,2,2,1,889,2,2,48,3,2,8,2,2,6524,8891,1,Y,1,14,3,4,80,1,10,3,3,10,8,5,3
38,0,3,395,3,9,3,3,1,893,2,2,98,2,1,9,2,2,2899,12102,0,Y,1,19,3,4,80,1,3,3,3,2,2,1,2
42,0,3,1265,2,3,3,2,1,894,3,1,95,4,2,3,4,2,5231,23726,2,Y,2,13,3,2,80,1,17,1,2,5,3,1,3
31,0,3,1222,2,11,4,2,1,895,4,2,48,3,1,7,4,2,2356,14871,3,Y,2,19,3,2,80,1,8,2,3,6,4,0,2
29,1,3,341,3,1,3,4,1,896,2,1,48,2,1,9,3,1,2800,23522,6,Y,2,19,3,3,80,3,5,3,3,3,2,0,2
53,0,3,868,3,8,3,3,1,897,1,2,73,3,4,8,4,2,11836,22789,5,Y,1,14,3,3,80,1,28,3,3,2,0,2,2
35,0,3,672,2,25,3,6,1,899,4,2,78,2,3,5,2,2,10903,9129,3,Y,1,16,3,1,80,0,16,2,3,13,10,4,8
37,0,2,1231,3,21,2,4,1,900,3,1,54,3,1,9,4,2,2973,21222,5,Y,1,15,3,2,80,1,10,3,3,5,4,0,0
53,0,3,102,2,23,4,2,1,901,4,1,72,3,4,6,4,3,14275,20206,6,Y,1,18,3,3,80,0,33,0,3,12,9,3,8
43,0,2,422,2,1,3,2,1,902,4,1,33,3,2,1,4,2,5562,21782,4,Y,1,13,3,2,80,1,12,2,2,5,2,2,2
47,0,3,249,3,2,2,3,1,903,3,1,35,3,2,8,4,2,4537,17783,0,Y,2,22,4,1,80,1,8,2,3,7,6,7,7
37,0,1,1252,3,19,2,4,1,904,1,2,32,3,3,8,2,3,7642,4814,1,Y,2,13,3,4,80,0,10,2,3,10,0,0,9
50,0,1,881,2,2,4,2,1,905,1,2,98,3,4,4,1,1,17924,4544,1,Y,1,11,3,4,80,1,31,3,3,31,6,14,7
39,0,3,1383,1,2,3,2,1,909,4,1,42,2,2,2,4,2,5204,7790,8,Y,1,11,3,3,80,2,13,2,3,5,4,0,4
33,0,3,1075,1,3,2,1,1,910,4,2,57,3,1,2,2,1,2277,22650,3,Y,2,11,3,3,80,1,7,4,4,4,3,0,3
32,1,3,374,2,25,4,2,1,911,1,2,87,3,1,3,4,3,2795,18016,1,Y,2,24,4,3,80,0,1,2,1,1,0,0,1
29,0,3,1086,2,7,1,4,1,912,1,1,62,2,1,3,4,1,2532,6054,6,Y,1,14,3,3,80,3,8,5,3,4,3,0,3
44,0,3,661,2,9,2,2,1,913,2,2,61,3,1,7,1,2,2559,7508,1,Y,2,13,3,4,80,0,8,0,3,8,7,7,1
28,0,3,821,3,5,4,4,1,916,1,2,98,3,2,8,4,3,4908,24252,1,Y,1,14,3,2,80,0,4,3,3,4,2,0,2
58,1,2,781,2,2,1,2,1,918,4,2,57,2,1,3,4,1,2380,13384,9,Y,2,14,3,4,80,1,3,3,2,1,0,0,0
43,0,3,177,2,8,3,2,1,920,1,1,55,3,2,5,2,1,4765,23814,4,Y,1,21,4,3,80,1,4,2,4,1,0,0,0
20,1,3,500,3,2,3,4,1,922,3,1,49,2,1,9,3,3,2044,22052,1,Y,1,13,3,4,80,0,2,3,2,2,2,0,2
21,1,3,1427,2,18,1,5,1,923,4,1,65,3,1,7,4,3,2693,8870,1,Y,1,19,3,1,80,0,1,3,2,1,0,0,0
36,0,3,1425,2,14,1,2,1,924,3,2,68,3,2,1,4,2,6586,4821,0,Y,2,17,3,1,80,1,17,2,2,16,8,4,11
47,0,3,1454,3,2,4,2,1,925,4,1,65,2,1,9,4,3,3294,13137,1,Y,2,18,3,1,80,0,3,3,2,3,2,1,2
22,1,3,617,2,3,1,2,1,926,2,1,34,3,2,5,3,2,4171,10022,0,Y,2,19,3,1,80,1,4,3,4,3,2,0,2
41,1,3,1085,2,2,4,2,1,927,2,1,57,1,1,3,4,1,2778,17725,4,Y,2,13,3,3,80,1,10,1,2,7,7,1,0
28,0,3,995,2,9,3,4,1,930,3,1,77,3,1,7,3,1,2377,9834,5,Y,1,18,3,2,80,1,6,2,3,2,2,2,2
39,1,3,1122,2,6,3,4,1,932,4,2,70,3,1,3,1,2,2404,4303,7,Y,2,21,4,4,80,0,8,2,1,2,2,2,2
27,0,3,618,2,4,3,2,1,933,2,1,76,3,1,7,3,3,2318,17808,1,Y,1,19,3,3,80,0,1,2,3,1,1,0,0
34,0,3,546,2,10,3,2,1,934,2,2,83,3,1,3,2,1,2008,6896,1,Y,1,14,3,2,80,2,1,3,3,1,0,1,0
42,0,3,462,3,14,2,4,1,936,3,1,68,2,2,8,3,3,6244,7824,7,Y,1,17,3,1,80,0,10,6,3,5,4,0,3
33,0,3,1198,2,1,4,5,1,939,3,2,100,2,1,7,1,3,2799,3339,3,Y,2,11,3,2,80,0,6,1,3,3,2,0,2
58,0,3,1272,2,5,3,6,1,940,3,1,37,2,3,1,2,1,10552,9255,2,Y,2,13,3,4,80,1,24,3,3,6,0,0,4
31,0,3,154,3,7,4,2,1,941,2,2,41,2,1,9,3,2,2329,11737,3,Y,1,15,3,2,80,0,13,2,4,7,7,5,2
35,0,3,1137,2,21,1,2,1,942,4,1,51,3,2,1,4,2,4014,19170,1,Y,2,25,4,4,80,1,10,2,1,10,6,0,7
49,0,3,527,2,8,2,5,1,944,1,1,51,3,3,3,2,2,7403,22477,4,Y,1,11,3,3,80,1,29,3,2,26,9,1,7
48,0,3,1469,2,20,4,4,1,945,4,2,51,3,1,7,3,2,2259,5543,4,Y,1,17,3,1,80,2,13,2,2,0,0,0,0
31,0,1,1188,3,20,2,3,1,947,4,1,45,3,2,8,3,2,6932,24406,1,Y,1,13,3,4,80,1,9,2,2,9,8,0,0
36,0,3,188,2,7,4,5,1,949,2,2,65,3,1,7,4,3,4678,23293,2,Y,1,18,3,3,80,0,8,6,3,6,2,0,1
38,0,3,1333,2,1,3,6,1,950,4,1,80,3,3,6,1,2,13582,16292,1,Y,1,13,3,2,80,1,15,3,3,15,12,5,11
32,0,1,1184,2,1,3,2,1,951,3,1,70,2,1,3,2,2,2332,3974,6,Y,1,20,4,3,80,0,5,3,3,3,0,0,2
25,1,3,867,3,19,2,3,1,952,3,2,36,2,1,9,2,2,2413,18798,1,Y,2,18,3,3,80,3,1,2,3,1,0,0,0
40,0,3,658,3,10,4,3,1,954,1,2,67,2,3,8,2,1,9705,20652,2,Y,1,12,3,2,80,1,11,2,2,1,0,0,0
26,0,2,1283,3,1,3,4,1,956,3,2,52,2,2,8,1,3,4294,11148,1,Y,1,12,3,2,80,0,7,2,3,7,7,0,7
41,0,3,263,2,6,3,4,1,957,4,2,59,3,1,3,1,3,4721,3119,2,Y,2,13,3,3,80,0,20,3,3,18,13,2,17
36,0,3,938,2,2,4,4,1,958,3,2,79,3,1,3,3,3,2519,12287,4,Y,1,21,4,3,80,0,16,6,3,11,8,3,9
19,1,3,419,3,21,3,5,1,959,4,2,37,2,1,9,2,3,2121,9947,1,Y,2,13,3,2,80,0,1,3,4,1,0,0,0
20,1,3,129,2,4,3,6,1,960,1,2,84,3,1,3,1,3,2973,13008,1,Y,1,19,3,2,80,0,1,2,3,1,0,0,0
31,0,3,616,2,12,3,4,1,961,4,1,41,3,2,1,4,2,5855,17369,0,Y,2,11,3,3,80,2,10,2,1,9,7,8,5
40,0,2,1469,2,9,4,4,1,964,4,2,35,3,1,7,2,1,3617,25063,8,Y,2,14,3,4,80,1,3,2,3,1,1,0,0
32,0,3,498,2,3,4,4,1,966,3,1,93,3,2,5,1,2,6725,13554,1,Y,1,12,3,3,80,1,8,2,4,8,7,6,3
36,1,3,530,3,3,1,2,1,967,3,2,51,2,3,8,4,2,10325,5518,1,Y,2,11,3,1,80,1,16,6,3,16,7,3,7
33,0,3,1069,2,1,3,2,1,969,2,1,42,2,2,1,4,3,6949,12291,0,Y,1,14,3,1,80,0,6,3,3,5,0,1,4
37,1,3,625,3,1,4,2,1,970,1,2,46,2,3,8,3,2,10609,14922,5,Y,1,11,3,3,80,0,17,2,1,14,1,11,7
45,0,1,805,2,4,2,2,1,972,3,2,57,3,2,3,2,2,4447,23163,1,Y,1,12,3,2,80,0,9,5,2,9,7,0,8
29,0,2,1404,3,20,3,6,1,974,3,1,84,3,1,9,4,2,2157,18203,1,Y,1,15,3,2,80,1,3,5,3,3,1,0,2
35,0,3,1219,3,18,3,4,1,975,3,1,86,3,2,8,3,2,4601,6179,1,Y,1,16,3,2,80,0,5,3,3,5,2,1,0
52,0,3,1053,2,1,2,2,1,976,4,2,70,3,4,4,4,2,17099,13829,2,Y,1,15,3,2,80,1,26,2,2,9,8,7,8
58,1,3,289,2,2,3,6,1,977,4,2,51,3,1,7,3,3,2479,26227,4,Y,1,24,4,1,80,0,7,4,3,1,0,0,0
53,0,3,1376,3,2,2,4,1,981,3,2,45,3,4,4,3,1,14852,13938,6,Y,1,13,3,3,80,1,22,3,4,17,13,15,2
30,0,3,231,3,8,2,5,1,982,3,2,62,3,3,8,3,1,7264,9977,5,Y,1,11,3,1,80,1,10,2,4,8,4,7,7
38,0,1,152,3,10,3,6,1,983,3,1,85,3,2,8,4,3,5666,19899,1,Y,2,13,3,2,80,0,6,1,3,5,3,1,3
35,0,3,882,3,3,4,2,1,984,4,2,92,3,3,8,4,1,7823,6812,6,Y,1,13,3,2,80,1,12,2,3,10,9,0,8
39,0,3,903,3,2,5,2,1,985,1,2,41,4,3,8,3,3,7880,2560,0,Y,1,18,3,4,80,0,9,3,3,8,7,0,7
40,1,1,1479,3,24,3,2,1,986,2,1,100,4,4,8,2,3,13194,17071,4,Y,2,16,3,4,80,0,22,2,2,1,0,0,0
47,0,2,1379,2,16,4,4,1,987,3,2,64,4,2,5,3,1,5067,6759,1,Y,2,19,3,3,80,0,20,3,4,19,10,2,7
36,0,1,1229,3,8,4,6,1,990,1,2,84,3,2,8,4,1,5079,25952,4,Y,1,13,3,4,80,2,12,3,3,7,7,0,7
31,1,1,335,2,9,2,4,1,991,3,2,46,2,1,7,1,3,2321,10322,0,Y,2,22,4,1,80,0,4,0,3,3,2,1,2
33,0,1,722,3,17,3,2,1,992,4,2,38,3,4,4,3,3,17444,20489,1,Y,1,11,3,4,80,0,10,2,3,10,8,6,0
29,1,3,906,2,10,3,2,1,994,4,1,92,2,1,7,1,3,2404,11479,6,Y,2,20,4,3,80,0,3,5,3,0,0,0,0
33,0,3,461,2,13,1,2,1,995,2,1,53,3,1,7,4,3,3452,17241,3,Y,1,18,3,1,80,0,5,4,3,3,2,0,2
45,0,3,974,2,1,4,4,1,996,4,1,91,3,1,3,4,1,2270,11005,3,Y,1,14,3,4,80,2,8,2,3,5,3,0,2
50,0,3,1126,2,1,2,4,1,997,4,2,66,3,4,6,4,1,17399,6615,9,Y,1,22,4,3,80,1,32,1,2,5,4,1,3
33,0,2,827,2,1,4,5,1,998,3,1,84,4,2,1,2,2,5488,20161,1,Y,2,13,3,1,80,1,6,2,3,6,5,1,2
41,0,2,840,2,9,3,4,1,999,1,2,64,3,5,6,3,1,19419,3735,2,Y,1,17,3,2,80,1,21,2,4,18,16,0,11
27,0,3,1134,2,16,4,6,1,1001,3,1,37,3,1,3,2,2,2811,12086,9,Y,1,14,3,2,80,1,4,2,3,2,2,2,2
45,0,1,248,2,23,2,2,1,1002,4,2,42,3,2,3,1,2,3633,14039,1,Y,2,15,3,3,80,1,9,2,3,9,8,0,8
47,0,3,955,3,4,2,2,1,1003,4,1,83,3,2,8,4,3,4163,8571,1,Y,2,17,3,3,80,0,9,0,3,9,0,0,7
30,1,3,138,2,22,3,2,1,1004,1,1,48,3,1,7,3,2,2132,11539,4,Y,2,11,3,2,80,0,7,2,3,5,2,0,1
50,0,3,939,2,24,3,2,1,1005,4,2,95,3,4,5,3,2,13973,4161,3,Y,2,18,3,4,80,1,22,2,3,12,11,1,5
38,0,2,1391,2,10,1,4,1,1006,3,2,66,3,1,7,3,2,2684,12127,0,Y,1,17,3,2,80,1,3,0,2,2,1,0,2
46,0,3,566,2,7,2,4,1,1007,4,2,75,3,3,5,3,1,10845,24208,6,Y,1,13,3,2,80,1,13,3,3,8,7,0,7
24,0,3,1206,2,17,1,4,1,1009,4,1,41,2,2,5,3,1,4377,24117,1,Y,1,15,3,2,80,2,5,6,3,4,2,3,2
35,1,3,622,2,14,4,5,1,1010,3,2,39,2,1,3,2,1,3743,10074,1,Y,2,24,4,4,80,1,5,2,1,4,2,0,2
31,0,2,853,2,1,1,2,1,1011,3,1,96,3,2,5,1,2,4148,11275,1,Y,1,12,3,3,80,1,4,1,3,4,3,0,3
18,0,1,287,2,5,2,2,1,1012,2,2,73,3,1,7,4,3,1051,13493,1,Y,1,15,3,4,80,0,0,2,3,0,0,0,0
54,0,3,1441,2,17,3,6,1,1013,3,1,56,3,3,5,3,2,10739,13943,8,Y,1,11,3,3,80,1,22,2,3,10,7,0,8
35,0,3,583,2,25,4,4,1,1014,3,1,57,3,3,1,3,1,10388,6975,1,Y,2,11,3,3,80,1,16,3,2,16,10,10,1
30,0,3,153,2,8,2,2,1,1015,2,1,73,4,3,6,1,2,11416,17802,0,Y,2,12,3,3,80,3,9,4,2,8,7,1,7
20,1,3,1097,2,11,3,4,1,1016,4,1,98,2,1,7,1,3,2600,18275,1,Y,2,15,3,1,80,0,1,2,3,1,0,0,0
30,1,2,109,2,5,3,4,1,1017,2,1,60,3,1,3,2,3,2422,25725,0,Y,1,17,3,1,80,0,4,3,3,3,2,1,2
26,0,3,1066,2,2,2,4,1,1018,4,2,32,4,2,5,4,2,5472,3334,1,Y,1,12,3,2,80,0,8,2,3,8,7,1,3
22,0,3,217,2,8,1,2,1,1019,2,2,94,1,1,3,1,2,2451,6881,1,Y,1,15,3,1,80,1,4,3,2,4,3,1,1
48,0,3,277,2,6,3,2,1,1022,1,2,97,2,2,1,3,3,4240,13119,2,Y,1,13,3,4,80,0,19,0,3,2,2,2,2
48,0,3,1355,2,4,4,2,1,1024,3,2,78,2,3,1,3,3,10999,22245,7,Y,1,14,3,2,80,0,27,3,3,15,11,4,8
41,0,3,549,2,7,2,4,1,1025,4,1,42,3,2,5,3,3,5003,23371,6,Y,1,14,3,2,80,0,8,6,3,2,2,2,1
39,0,3,466,2,1,1,2,1,1026,4,1,65,2,4,5,4,2,12742,7060,1,Y,1,16,3,3,80,1,21,3,3,21,6,11,8
27,0,3,1055,2,2,4,2,1,1027,1,1,47,3,2,5,4,2,4227,4658,0,Y,1,18,3,2,80,1,4,2,3,3,2,2,2
35,0,3,802,2,10,3,5,1,1028,2,2,45,3,1,3,4,1,3917,9541,1,Y,1,20,4,1,80,1,3,4,2,3,2,1,2
42,0,3,265,3,5,2,3,1,1029,4,2,90,3,5,4,3,2,18303,7770,6,Y,1,13,3,2,80,0,21,3,4,1,0,0,0
50,0,3,804,2,9,3,2,1,1030,1,2,64,3,1,3,4,2,2380,20165,4,Y,1,18,3,2,80,0,8,5,3,1,0,0,0
